complaint_num,address,bin,boro,zip,inspection_date,disposition_date,disposition_code,comments,details,disp_num
1471549,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-02-02,2018-02-05,L2,STOP WORK ORDER FULLY RESCINDED,"OBSERVED ADEQUATE HOUSEKEEPING BEING MAINTAINED THROUGHOUT, OPENINGS ON FLOOR AREA SEALED, ALL APPROVED PLANS ON SITE & ELECTRICAL APPLICATION # B00504820 WAS ISSUED ON 10-06-21 FOR WORK ON 1ST TO 3RD FLOOR. SWO IS FULLY RESCINDED.",2
1471549,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-01-31,2018-02-03,L1,PARTIAL STOP WORK ORDER,"OBSERVED INADEQUATE HOUSEKEEPING THROUGHOUT, HOLE OPENING ON FLOOR AREA AT 2ND FLOOR, APPROVED PLANS FOR PLUMBING(B00272574) & MECHANICAL(B00272491) NOT ON SITE, ELECTRICAL WORK WAS DONE FROM 1ST FLOOR UP WHEN ELECTRICAL PERMIT # B00504820-1L-EL STATES GENERAL WIRING 2ND & 3RD FLOOR & ONLY OTHER ELECTRICAL APPLICATION #B00205832 ON FILE IS FOR SWS. PSWO RESCIND IS DENIED. ONLY ALLOWED TO CLEAN UP & MAKE SITE SAFE, NO NEW WORK.",1
1473479,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-03-01,2018-03-01,XX, ADMINISTRATIVE CLOSURE,COMPLAINT ENTERED IN ERROR BY ADMIN STAFF. OK TO DELETE COMP                    LAINT,1
1481881,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-07-09,2018-07-10,L2,STOP WORK ORDER FULLY RESCINDED,PARTIAL VACATE RESCIND AWAITING APPROVAL FROM BOROUGH COMM,3
1481881,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-06-14,2018-06-15,L3,STOP WORK ORDER PARTIALLY RESCINDED,"SHORING HAS BEEN COMPLETED AND APARTMENTS 2, 4 AND 6 ARE SAFE TO OCCUPY.     FEU RECOMMENDS THAT THE FULL VACATE IS PARTIALLY RESCINDED FOR APARTMENTS 2, 4 AND 6 TO BE REOCCUPIED.",2
1481881,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-06-14,2018-06-15,A3,FULL STOP WORK ORDER SERVED,"Y1- STRUCTURE RENDERED NON-COMPLIANT. AT TIME OF INSPECTION DAMAGE OBSERVED TO HAVE BEEN SUSTAINED TO 1ST FLOOR STOREFRONT DUE TO CAR IMPACT AT 301 3 STREET BROOKLYN. FULL VACATE ISSUED DUE TO ENTIRE BUILDING STRUCTURAL STABILITY COMPROMISED. ALSO OBSERVED TEMP. SHORING WITHOUT PERMIT & FAILURE TO MAINTAIN CONDITION CELLAR, WALL & BULKHEAD.",1
1492242,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-15,2018-10-15,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"AT TIME OF INSPECTION, OBSERVED VACATE ORDER POSTED AT ENTRY DOOR AND IN        COMPLIANCE.",2
1492242,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-12,2018-10-12,D4,COMPLAINT ASSIGNED TO BEST SQUAD,"SHORING HAS BEEN COMPLETED AND APARTMENTS 2, 4 AND 6 ARE SAFE TO OCCUPY. FEU RECOMMENDS THAT THE FULL VACATE IS PARTIALLY RESCINDED FOR APARTMENTS 2, 4 AND 6 TO BE REOCCUPIED.",1
1492256,201 EAST BROADWAY,1003703,MANHATTAN,10002,2022-04-11,2022-04-12,A3,FULL STOP WORK ORDER SERVED,ADMINISTRATIVE CLOSURE,7
1492256,201 EAST BROADWAY,1003703,MANHATTAN,10002,2022-04-11,2022-04-11,A3,FULL STOP WORK ORDER SERVED,NO ACCESS.,6
1492256,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-17,2020-11-17,Y5,STOP WORK REINSPECTION FAILURE,OBJECTION TO DISMISS FULL VACATE # B 34 / 2021 DUE TO RESPONDENT NOT HAVING THE APPROVED PLAN ON SITE.,5
1492256,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-24,2018-10-24,L3,STOP WORK ORDER PARTIALLY RESCINDED,"Y-1 FULL VACATE SERVED. AT TIME OF INSPECTION OBSERVED SEVERE FIRE, WATER AND SMOKE DAMAGE THROUGHOUT WITH OPEN ROOF, WINDOWS REMOVED.",4
1492256,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-17,2018-10-18,A3,FULL STOP WORK ORDER SERVED,"Failure to maintain building in code compliant manner as there were fallen debris to adj. property - Failure to gain License or access agreement to enter adj. property to install existing SWS..Repair and maintain building in code compliant manner. Stop all exterior work, obtain required agreement..DOB # 030921CE03MG0304",3
1492256,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-13,2018-10-15,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,REFERRED TO CSE,2
1492256,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-12,2018-10-12,D4,COMPLAINT ASSIGNED TO BEST SQUAD,FULL VACATE ORDER POSTED AT ENTRY DOOR AND IN COMPLIANCE.,1
1493093,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-29,2018-10-29,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,OK TO RESCIND FULL SWO. NO PERMITS REQUIRED AT TIME OF INSPECTION. EMERGENCY WORK ON ROOF FOR COMPLIANCE OF IED ISSUED ON PROPERTY.,2
1493093,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-23,2018-10-23,D4,COMPLAINT ASSIGNED TO BEST SQUAD,"A3 - AT TIME OF INSPECTION, 2 MALE WORKERS INSTALLING PLYWOOD DECK ON JOISTS AT ROOF WITHOUT A PERMIT - FULL STOP WORK ORDER AND OATH SUMMONS SERVED",1
1493094,201 EAST BROADWAY,1003703,MANHATTAN,10002,2018-10-23,2018-10-23,H1, PLEASE SEE COMPLAINT NUMBER  1493093,.,1
1514908,201 EAST BROADWAY,1003703,MANHATTAN,10002,2019-07-03,2019-07-03,H1,PLEASE SEE COMPLAINT NUMBER,OBSERVED THERE WAS ONLY DAMAGE TO THE 2ND FLOOR AREA WHICH STILL EXIST AND NO DAMAGE TO THE 1ST FLOOR LEVEL(STORE) OR THE CELLAR LEVEL (STORAGE AREA). OPENING AT ROOF WAS SEALED AND ENGINEERING REPORT WAS OBTAIN. FULL VACATE ORDER # B299/20 IS PARTIALLY RESCINDED TO ALLOW USE OF THE 1ST FLOOR & CELLAR LEVEL. THE PARTIAL VACATE ORDER REMAINS AT 2ND FLOOR LEVEL ONLY.,2
1514908,201 EAST BROADWAY,1003703,MANHATTAN,10002,2019-07-02,2019-07-02,D4,COMPLAINT ASSIGNED TO BEST SQUAD,"Y-1 STRUCTURE RENDERED NON COMPLIANT DUE TO FIRE. OCCUPANCY CONTRARY TO THAT ALLOWED BY THE C OF O OR DEPARTMENT RECORDS, 2ND FLOOR BEING USED AS A RESIDENTIAL SPACE MOST CURRENT C OF O #229830 SHOWS 2ND FLOOR AS OFFICE SPACE.",1
1514909,201 EAST BROADWAY,1003703,MANHATTAN,10002,2019-07-19,2019-07-19,L2,STOP WORK ORDER FULLY RESCINDED,"Y3- OBSERVED GARAGE BRICK WALLS AT EXPO # 01, 02 & 03 IN STATE OF DISREPAIR CONDITION WITH HORIZONTAL/VERTICAL CRACKS. PARAPET WALL OVER THE ROLL DOWN GATES TILTING TOWARD ROOF AND APPROX. 2"" BRICK GAP BETWEEN LINTEL. BRICK WALL AT EXPO # 02 HORIZONTAL CRACK WITH BULGING AND POTENTIAL COLLAPSE CONDITION. STEP CRACKS ALL OVER ON WALLS. VACATE ENTIRE GARAGE IN THE REAR ALONG GEORGE ST. PROVIDE STRUCTURAL STABILITY REPORT OF ENTIRE GARAGE BY P.E.",3
1514909,201 EAST BROADWAY,1003703,MANHATTAN,10002,2019-07-03,2019-07-03,A3,FULL STOP WORK ORDER SERVED,OKAY TO RESCIND VACATE ORDER B299/20 AS PER BOROUGH COMMISSIONER'S RESCISSION LETTER DATED 3-15-2022 AND INSPECTION CONDUCTED 3-8-2022(UPON INSPECTION OBSERVED 2ND FLOOR OF PREMISES UNOCCUPIED. DAMAGES SUSTAINED BY FIRE REPAIRED AND PLUMBING CAPED AND REMOVED AT 2ND FLOOR UNDER PERMIT # B00633691-I1-LA SIGNED 01/16/2022),2
1514909,201 EAST BROADWAY,1003703,MANHATTAN,10002,2019-07-02,2019-07-02,D4,COMPLAINT ASSIGNED TO BEST SQUAD,UPON INSPECTION OBSERVED 2ND FLOOR OF PREMISES UNOCCUPIED. DAMAGES SUSTAINED BY FIRE REPAIRED AND PLUMBING CAPED AND REMOVED AT 2ND FLOOR UNDER PERMIT # B00633691-I1-LA SIGNED 01/16/2022. NO OBJECTION TO FULLY RESCIND VACATE ORDER # B299/20,1
1522406,201 EAST BROADWAY,1003703,MANHATTAN,10002,2019-09-24,2019-09-24,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO SWS IN PLACE AT TIME OF INSPN. POSTERS BEING REMOVED                         FROM CONSTRUCTION FENCE. NAN,1
1526990,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-17,2020-11-17,L2,STOP WORK ORDER FULLY RESCINDED,"Y3- OBSERVED GARAGE BRICK WALLS AT EXPO # 01, 02 & 03 IN                        STATE OF DISREPAIR CONDITION WITH HORIZONTAL/VERTICAL    (+)",2
1526990,201 EAST BROADWAY,1003703,MANHATTAN,10002,2019-11-07,2019-11-07,L1,PARTIAL STOP WORK ORDER,"Y3- OBSERVED GARAGE BRICK WALLS AT EXPO # 01, 02 & 03 IN STATE OF DISREPAIR CONDITION WITH HORIZONTAL/VERTICAL CRACKS. PARAPET WALL OVER THE ROLL DOWN GATES TILTING TOWARD ROOF AND APPROX. 2"" BRICK GAP BETWEEN LINTEL. BRICK WALL AT EXPO # 02 HORIZONTAL CRACK WITH BULGING AND POTENTIAL COLLAPSE CONDITION. STEP CRACKS ALL OVER ON WALLS. VACATE ENTIRE GARAGE IN THE REAR ALONG GEORGE ST. PROVIDE STRUCTURAL STABILITY REPORT OF ENTIRE GARAGE BY P.E. (ADDRESS CORRECTION TO GARAGE BIN-3403583, #2632)",1
1537409,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-06-16,2020-06-17,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,BADGE 3375 OBSERVED ENTIRE BUILDING CLOSED WINDOWS/DOORS BOA                    RDED UP FULL VACATE TO REMAIN,2
1537409,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-02-27,2020-02-27,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,"Y1 - AT TIME OF INSPECTION, 3 BEDROOMS WITH 3 THREE PIECE BATHS OCCUPIED AT 1ST FLOOR AND 2ND FLOOR OF PREMISES, AN UNSAFE BUILDING - UB ORDER #3599/19, WITH INADEQUATE SECOND MEANS OF EGRESS, NO SPRINKLER SYSTEM AND OPENINGS IN FLOOR AT 1ST AND 2ND FLOOR - OATH SUMMONSES AND FULL VACATE ORDER SERVED",1
1538091,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-10-01,2020-10-01,L2,STOP WORK ORDER FULLY RESCINDED,ONE FRAUDULENT OSHA CARD FOUND ON SITE. VIOLATIONS ISSUED TO                    OWNER AND PERMIT HOLDER,2
1538091,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-03-06,2020-03-07,A3,FULL STOP WORK ORDER SERVED,ONE FRAUDULENT OSHA CARD FOUND ON SITE. VIOLATIONS ISSUED TO,1
1553265,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-09-18,2020-09-18,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"OBSERVED THE NECESSARY REPAIRS WAS DONE TO PARAPET WALLS AROUND THE ROOF TO STABILIZED AS PER THE REMEDY CONDITION FOR RE-ENTRY INTO THE BUILDING SAFELY WITH TEMPORARY WATER PROOFING DONE,FIRE ESCAPE REPAIR,AND ALSO SIDEWALK SHED IS NOW INSTALLED AS OVERHEAD PROTECTION FOR PEDESTRIAN ALONG EXPO:1. . RECOMMENDATION: OKAY TO RESCIND VACATE ORDER FROM FULL TO PARTIAL AS CELLAR APARTMENT REMAIN VACATE AS AN  ILLEGAL APARTMENT AND APARTMENTS ON FLOORS 1-4 RESCIND.",2
1553265,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-09-17,2020-09-17,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,"Y-1 FULL VACATE SERVED FOR ENTIRE PREMISES. AT TIME OF INSPECTION OBSERVED AT 4TH FLOOR OF EXPO: 1, MASONRY DECORATIVE PILLAR HAS DETACHED AND COLLAPSED OVER ENTRY AND PUBLIC SIDEWALK.",1
1553266,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-09-18,2020-09-18,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,JOB SITE CLOSED.NO WORK IN PROGRESS.CURRENTLY UNDER FSWO AT                     TIME OF INSPECTION,1
1553684,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-09-23,2020-09-23,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,COMPLIANCE WITH GOVERNORS COVID19 ORDER. ALLOWED UTILITY                        WORK WITH VALID PERMITS. NO CONSTRUCTION ACTIVITY OBSERVED,1
1556496,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-10-29,2020-10-29,A8, ECB VIOLATION SERVED,"UNSUITABLE/UNSAFE/UNAPPROVED LIVE /UNPROTECTED  ELECTRICAL  WIRES, INSTALLED/ RAN IN THE BACK YARDS  AND THROUGH  BUILDINGS .",1
1557121,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-05,2020-11-05,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"AT TIME OF INSPECTION, TEMPORARY CONSTRUCTION FENCE WAS REMOVED TO PREP THE SIDEWALK FOR A CONCRETE POUR. THERE ARE YODOKS BLOCKING OFF ENTRANCE TO THE SITE AND CREATED A PEDESTRIAN WALKWAY. NO UNSAFE CONDITIONS OBSERVED",1
1557174,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-20,2020-11-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION OBSERVED NO CONSTRUCTION WORK OR DEBRIS ON STEPS OF       ADJACENT PROPERTY.,1
1557175,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-12-07,2020-12-17,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"AT TIME OF INSPECTION, NO WORK IN PROGRESS, NO BACKHOE ON SITE, JOBSITE IS CLOSED, CHAINED AND PADLOCKED. NO CONCRETE AND DEBRIS ALL OVER THE STEPS OR SIDEWALK.",1
1557176,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-06,2020-11-06,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO WORK THAT REQUIRED A PERMIT,1
1557178,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-06,2020-11-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO CONSTRUCTION OBSERVED AT TIME OF INSPECTION,1
1557652,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-13,2020-11-13,H1,PLEASE SEE COMPLAINT NUMBER,A-8 - SIDING AND BRICKS FALLEN / FALLING ONTO THE ADJACENT PROPERTY AND ONTO THEPUBLIC SIDEWALK.,2
1557652,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-12,2020-11-12,EJ,COMPLAINT ASSIGNED TO CONSTRUCTION SAFETY ENFORCEMENT,"AS PER BORO COMMISSIONER , OK TO RESCIND TO PARTIAL TO ALLOWED OCCUPANCY FORM 1ST TO 4TH FLOOR. VACATE ORDER REMAINS AT CELLAR LEVEL,",1
1557986,201 EAST BROADWAY,1003703,MANHATTAN,10002,2022-04-12,2022-04-12,L3,STOP WORK ORDER PARTIALLY RESCINDED,"STOP ALL WORK-ENTIRE SITE.ALL EXTERIOR WORK AT EXP4/20FT                        BACL.ALL STRUCTURAL WORK.PRVD ADQT SSP,PRVD OHP.PRVD STRCTS+",6
1557986,201 EAST BROADWAY,1003703,MANHATTAN,10002,2022-03-31,2022-04-11,L3,STOP WORK ORDER PARTIALLY RESCINDED,SITE CLOSED. NO CONSTRUCTION ACTIVITY,5
1557986,201 EAST BROADWAY,1003703,MANHATTAN,10002,2022-03-31,2022-03-31,L3,STOP WORK ORDER PARTIALLY RESCINDED,NO CONSTRUCTION ACTIVITY TAKING PLACE ON PREMISES. SITE IS L                    OCKED AND SECURED,4
1557986,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-12-22,2021-12-22,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"NO ACCESS TO BUILDING, THE GATE ON FENCE CHAINED AND PAD LOCKED. LS 4  POSTED ONFENCE GATE.",3
1557986,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-02-01,2021-02-01,A3,FULL STOP WORK ORDER SERVED,"NO ACCESS TO THE BUILDING, THE GATE ON FENCE CHAINED AND PAD LOCKED. LS 4 POSTEDON ENTRANCE DOOR.",2
1557986,201 EAST BROADWAY,1003703,MANHATTAN,10002,2020-11-17,2020-11-17,L1,PARTIAL STOP WORK ORDER,"Y1-FULL VACATE ISSUED. SIDING AND BRICKS FALLEN / FALLING ONTO THE ADJACENT PROPERTY AND ONTO THEPUBLIC SIDEWALK FROM EXPOSURE 2 WALL. EXPOSURE 4 WALL ALSO IN DISREPAIR. (PREVIOUS DISPOSITION ENTERED IN ERROR, # 2632)",1
1563736,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-02-18,2021-02-19,A8, ECB VIOLATION SERVED,UPON INSPECTION LOCATION IS A VACANT LOT WITH PERMIT #122557928 FOR NEW BUILDING. NO CONSTRUCTION WORK OBSERVED DUE TO SWO. ISSUING VIOLATION FOR FAILURE TO MAINTAIN THE TEMPORARY CONSTRUCTION FENCE AND EXPIRED PERMIT FOR TEMPORARY CONSTRUCTION FENCE UNDER PERMIT #122672250.,1
1566618,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-03-13,2021-03-15,A8, ECB VIOLATION SERVED,"FAILED TO MAINTAIN FENCE IN CODE COMPLIANCE,COLLAPSE AND                        EXPIRED PERMIT.MAINTAIN FENCE AS PER CODE AND OBTAIN PERMIT",1
1566619,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-03-15,2021-03-15,H1,PLEASE SEE COMPLAINT NUMBER,AND EGRESS PATH,2
1566619,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-03-15,2021-03-15,XX,ADMINISTRATIVE CLOSURE,"STL SHP DWGS,TR1 SPCL INSP RPRTD,STRCT STBLT RPORT BY PE OF                     RCRD.PRVD ALL REQUIRED DOCS.PRVD GUARDRAILS.MAINTAIN STAIRS+",1
1570019,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-04-27,2021-04-27,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO ACTIVE WORK OR VIOLATING CONDITIONS OBSERVED,1
1572821,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-06-03,2021-06-03,A8, ECB VIOLATION SERVED,ECB VIOLATION SERVED FOR EXPIRED FENCE PERMIT AND UNLAWFUL                      SIGNS & ADVERTISEMENT,1
1572967,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-06-07,2021-06-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"UPON INSPECTION CONSTRUCTION SITE IS CLOSED AND PADLOCKED. OBSERVED THE TEMPORARY CONSTRUCTION FENCE SECURED, AND APPROXIMATELY A 6 INCH OPENING AT THE BOTTOM OF THE PLYWOOD. PREVIOUS COMPLAINT 1572821 ISSUED VIOLATIONS FOR EXPIRED PERMITS AND UNLAWFUL ADVERTISEMENTS ON FENCE.",1
1585433,201 EAST BROADWAY,1003703,MANHATTAN,10002,2021-10-29,2021-10-29,A8, ECB VIOLATION SERVED,COMPLY WITH CODE. MAINTAIN FENCE.,1
1596578,201 EAST BROADWAY,1003703,MANHATTAN,10002,2022-04-01,2022-04-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,no construction activity observed at the time of inspection,1
1257878,44 EAST 1 STREET,1006109,MANHATTAN,10003,2009-06-16,2009-06-19,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO EVIDENCE OF PEOPLE LIVING IN CELLAR AT TIME OF INSPECTION,1
1273728,44 EAST 1 STREET,1006109,MANHATTAN,10003,2010-02-03,2010-02-05,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,A ECB VIOLATION ISSUED FOR OBSTRUCTED EGRESS AND FAILURE TO                     MAINTAIN,3
1273728,44 EAST 1 STREET,1006109,MANHATTAN,10003,2010-02-01,2010-02-04,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AFTERHOURS UNIT,2
1273728,44 EAST 1 STREET,1006109,MANHATTAN,10003,2010-01-25,2010-01-27,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,INSPECTOR UNABLE TO GAIN ACCESS ON 2ND ATTEMPT MADE LS-4 POS                    TED,1
1275088,44 EAST 1 STREET,1006109,MANHATTAN,10003,2010-02-03,2010-02-05,A8, ECB VIOLATION SERVED,APARTMENT #5 - 4TH FLOOR SAGGING AND SLOPING - CEILING AT                       KITCHEN,1
1275854,44 EAST 1 STREET,1006109,MANHATTAN,10003,2010-02-17,2010-02-18,H1, PLEASE SEE COMPLAINT NUMBER  1275088,REFER TO COMPLAINT # 1275088,1
1281778,44 EAST 1 STREET,1006109,MANHATTAN,10003,2010-06-11,2010-06-14,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,REFERRING TO OPPN 2/91,2
1281778,44 EAST 1 STREET,1006109,MANHATTAN,10003,2010-06-03,2010-06-07,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,REFER TO SPIT,1
1303750,44 EAST 1 STREET,1006109,MANHATTAN,10003,2011-06-03,2011-06-06,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,FIRE ESCAPES AT REAR OF BLDG AND REAR YARD IS SAFE,1
1309228,44 EAST 1 STREET,1006109,MANHATTAN,10003,2011-09-12,2011-09-13,A8,ECB VIOLATION SERVED,NO ANSWER TO BELL;LS-4 POSTED,2
1309228,44 EAST 1 STREET,1006109,MANHATTAN,10003,2011-09-09,2011-09-13,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,NO ANSWER TO BELL; LS-4 POSTED,1
1342667,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-02-21,2013-02-21,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO ACCESS,2
1342667,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-02-15,2013-02-20,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,.,1
1343388,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-06-06,2013-06-07,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO ACTION NECESSARY,2
1343388,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-06-01,2013-06-04,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,UNABLE TO GAIN ACCESS ON 1ST ATTEMPT,1
1351195,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-09-08,2013-09-10,A8, ECB VIOLATION SERVED,AT SECOND FLOOR IN APARTMENT THREE METAL BALCONY ERECTED AT                     REAR OF BUILDING,1
1352292,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-07-11,2013-07-11,XX, ADMINISTRATIVE CLOSURE,SEE MODIFIED COMPLAINT #1351195,1
1361618,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-12-06,2013-12-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO WORK BEING PERFORMED,1
1361619,44 EAST 1 STREET,1006109,MANHATTAN,10003,2013-12-09,2013-12-11,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO SHAKING OR VIBRATING EVIDENT AT TIME OF INSPECTION,1
1364699,44 EAST 1 STREET,1006109,MANHATTAN,10003,2014-03-15,2014-03-18,A8, ECB VIOLATION SERVED,"FAIL TO PROVIDE UNOBSTRUCTED ERGESS FIRE STAIR BLOCKED BY GA                    RBAGE CANS,INADEQUATE HOUSEKEEPING AT REAR YD",1
1368837,44 EAST 1 STREET,1006109,MANHATTAN,10003,2014-04-07,2014-04-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,REAR FIRE ESCAPE NOT OBSTRUCTED,1
1369451,44 EAST 1 STREET,1006109,MANHATTAN,10003,2014-04-23,2014-04-23,A8,ECB VIOLATION SERVED,NO ACCESS,2
1369451,44 EAST 1 STREET,1006109,MANHATTAN,10003,2014-04-17,2014-04-17,J1,FOLLOW-UP INSPECTION TO BE SCHEDULED UPON FURTHER RESEARCH,INSPECTOR UNABLE TO GAIN ACCESS ON 1ST ATTEMPT,1
1371946,44 EAST 1 STREET,1006109,MANHATTAN,10003,2014-05-21,2014-05-21,A8, ECB VIOLATION SERVED,INSTALLATION OF GAS PIPING IN STAIRWAY,1
1385554,44 EAST 1 STREET,1006109,MANHATTAN,10003,2015-01-18,2015-01-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"NO EXCESSIVE DEBRIS FOUND,NO CONST.ACTIVITY AT TIME OF INSPE                    CTION",1
1385555,44 EAST 1 STREET,1006109,MANHATTAN,10003,2014-12-13,2014-12-14,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO CONSTRUCTION ACTIVITY,1
1386714,44 EAST FIRST STREET,1006109,MANHATTAN,10003,2014-12-30,2014-12-31,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"NO CONSTRUCTION ACTIVITY, NO SHAKING OR VIBRATING AT TIME OF                     INSPECTION",1
1388514,44 EAST 1 STREET,1006109,MANHATTAN,10003,2015-04-07,2015-04-07,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,LS-4 POSTED,2
1388514,44 EAST 1 STREET,1006109,MANHATTAN,10003,2015-03-27,2015-03-30,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,.,1
1388515,44 EAST 1 STREET,1006109,MANHATTAN,10003,2015-02-02,2015-02-03,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NOCONSTRUCTION ACTIVITY PERMITS POSTED,1
1395079,44 EAST 1 STREET,1006109,MANHATTAN,10003,2015-05-13,2015-05-14,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,APT #5 OVER LOAD THE CIRCUIT DUE TO PUG TO MANY APPLIANCES AT THE TIMES . OLD ELECTRICAL SYSTEMS NO APPLIANCE CIRCUIT IN THE KITCHEN .,1
1421438,44 EAST 1 STREET,1006109,MANHATTAN,10003,2016-04-19,2016-04-19,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,NO ACCESS; LS-4 POSTED,2
